time,distance,gt,segment_id,w_surface_window_final,cycle,h_mean,rgt,dh_fit_dy,pflags,h_sigma,rms_misfit,spot,dh_fit_dx,delta_time,n_fit_photons,geometry,lon,lat,x,y,snow_depth
2019-09-25 19:17:30.428082336,15117617.837306522,10,754789,3.0,4,1668.8010858504383,1370,0.0,0,0.03816948312679696,0.14663059028510092,6,0.0065584215659768574,54674250.42808233,15,POINT (-121.86645883930662 44.500593005489996),-121.86645883930662,44.500593005489996,590113.1708282443,4928099.888004528,-0.026795008936687736
2019-09-25 19:17:30.430904968,15117637.876264403,10,754790,3.0,4,1668.9717135299502,1370,0.0,0,0.027208833670597107,0.11307383118488591,6,0.011548376189802312,54674250.43090497,19,POINT (-121.86648307779511 44.50041349977008),-121.86648307779511,44.50041349977008,590111.5204602164,4928079.922147811,-0.19710971223730667
2019-09-25 19:17:30.433731904,15117657.915222475,10,754791,3.0,4,1669.2050421456318,1370,0.0,0,0.025540129276278148,0.1247652348500675,6,0.011433045038961254,54674250.433731906,24,POINT (-121.8665073079231 44.50023399477775),-121.8665073079231,44.50023399477775,590109.87074299,4928059.956382313,-0.21658871374324917
2019-09-25 19:17:30.453941168,15117918.421694834,30,754804,3.0,4,1573.1602241062426,1370,0.0,0,0.06261967005898435,0.2516932420992731,4,0.03579287131537612,54674250.45394117,17,POINT (-121.90691288640456 44.50065740537491),-121.90691288640456,44.50065740537491,586897.0904482452,4928063.235733871,-0.8463676906324054
2019-09-25 19:17:30.456749576,15117938.460655587,30,754805,3.0,4,1573.627163359113,1370,0.0,0,0.042767708655099136,0.1466920474590562,4,0.011941535321057017,54674250.45674957,12,POINT (-121.90693762017605 44.50047794250642),-121.90693762017605,44.50047794250642,586895.3907743841,4928043.275069383,-0.49673800807454427
2019-09-25 19:17:30.462020304,15117858.304813726,10,754801,3.0,4,1691.9854486874071,1370,0.0,0,0.06531410800241992,0.20128596216991818,6,0.04882071380938413,54674250.46202031,10,POINT (-121.86674816612359 44.498438838134994),-121.86674816612359,44.498438838134994,590093.4877608307,4927860.288528808,-0.7306157657178574
2019-09-25 19:17:30.468019496,15118018.616500508,30,754809,3.2738912836416354,4,1573.7131270719967,1370,0.0,0,0.09753715102273632,0.27844472173442936,4,-0.05527540778183493,54674250.46801949,10,POINT (-121.90703545682105 44.499760015793555),-121.90703545682105,44.499760015793555,586888.6793856899,4927963.425233821,-0.3219071076907767
2019-09-25 19:17:30.484491920,15118018.616500508,10,754809,3.7977589427855714,4,1686.7083681305478,1370,0.0,0,0.17757273823509828,0.5587129611484978,6,-0.08257658842838467,54674250.48449192,10,POINT (-121.86694671568637 44.49700311854895),-121.86694671568637,44.49700311854895,590079.9137188438,4927700.592936732,0.21654684148529668
2019-09-25 19:17:30.490648240,15118178.928199535,30,754817,3.0,4,1561.3296256035107,1370,0.0,0,0.09004686550544971,0.3024815050964303,4,-0.03820655692915764,54674250.49064824,19,POINT (-121.90722272976893 44.498323586075415),-121.90722272976893,44.498323586075415,586875.924679833,4927803.670535099,0.175328728510749
2019-09-25 19:17:30.492917872,15118078.733386207,10,754812,3.0,4,1685.4022367050961,1370,0.0,0,0.0834958513311143,0.2981811366057175,6,0.005207646219828277,54674250.49291787,13,POINT (-121.86701728500948 44.49646445482729),-121.86701728500948,44.49646445482729,590075.1326613451,4927640.681526529,-0.3058931777163707
2019-09-25 19:17:30.493465584,15118198.967162775,30,754818,3.0,4,1560.6921398568243,1370,0.0,0,0.039542956142240133,0.20547122421307973,4,-0.016569521567191714,54674250.49346559,27,POINT (-121.90724596303343 44.49814402027359),-121.90724596303343,44.49814402027359,586874.3442847565,4927783.700047216,-0.3612048697382306
2019-09-25 19:17:30.495732560,15118098.77234849,10,754813,3.0,4,1685.5243215650091,1370,0.0,0,0.06197325341048421,0.19209162025570098,6,0.0033495374961773905,54674250.49573256,13,POINT (-121.86704065000062 44.49628488862038),-121.86704065000062,44.49628488862038,590073.5515394354,4927620.7099408265,-0.3040475756158685
2019-09-25 19:17:30.496281136,15118219.006126205,30,754819,3.0,4,1560.024667827118,1370,0.0,0,0.06710525105138182,0.20223985757788243,4,-0.04479357195857503,54674250.49628114,17,POINT (-121.9072692967503 44.49796446136584),-121.9072692967503,44.49796446136584,586872.7558811989,4927763.730219486,-0.17088881350696283
2019-09-25 19:17:30.498553592,15118118.811310964,10,754814,3.0,4,1685.41875751445,1370,0.0,0,0.07035418247249797,0.21918255140611073,6,-0.005960558373246272,54674250.49855359,11,POINT (-121.86706411558879 44.4961053304074),-121.86706411558879,44.4961053304074,590071.9623951229,4927600.7391333645,-0.8590745168000922
2019-09-25 19:17:30.538026776,15118399.356805693,10,754828,3.283786452089168,4,1704.6789278786443,1370,0.0,0,0.09004875534497454,0.31300350751782113,6,-0.0641104605221372,54674250.53802678,14,POINT (-121.8674045146777 44.49359233305625),-121.8674045146777,44.49359233305625,590048.7672120163,4927321.2256819075,0.07052944114434467
2019-09-25 19:17:30.540827624,15118419.395771038,10,754829,3.0,4,1703.6017122917071,1370,0.0,0,0.09003102397068838,0.3560090947766142,6,-0.05346373462339038,54674250.540827624,16,POINT (-121.86742774595562 44.49341275855323),-121.86742774595562,44.49341275855323,590047.1965340499,4927301.253340569,0.6411410026446447
2019-09-25 19:17:30.543634152,15118439.434736574,10,754830,3.0,4,1702.9365718559905,1370,0.0,0,0.03830262187459094,0.14497096191587988,6,0.0007444885536962431,54674250.543634154,15,POINT (-121.8674510470313 44.49323318923942),-121.8674510470313,44.49323318923942,590045.6202864399,4927281.281499887,0.029345293490450786
2019-09-25 19:17:30.546452368,15118459.4737023,10,754831,3.0,4,1702.9309869177846,1370,0.0,0,0.06230594402766185,0.2157462427337424,6,-0.0035295787237252796,54674250.546452366,12,POINT (-121.86747448249923 44.49305362811156),-121.86747448249923,44.49305362811156,590044.0333287758,4927261.310421584,-0.39457460565290603
2019-09-25 19:17:30.566273488,15118599.74646775,10,754838,3.0981852343721323,4,1697.2365140319007,1370,0.0,0,0.14328767527365047,0.34258170898240825,6,-0.11686385952290834,54674250.56627349,14,POINT (-121.86764296741222 44.49179701036224),-121.86764296741222,44.49179701036224,590032.5710492362,4927121.542469464,0.20636266471319686
2019-09-25 19:17:30.569075784,15118619.785435008,10,754839,3.32735100239095,4,1695.4236591026634,1370,0.0,0,0.11034688984564084,0.4225983900998058,6,-0.0764534706615585,54674250.569075786,17,POINT (-121.8676678283916 44.491617548461086),-121.8676678283916,44.491617548461086,590030.8704975818,4927101.58085233,0.3546893761008505
