time,h_sigma,cycle,spot,dh_fit_dx,delta_time,rms_misfit,segment_id,dh_fit_dy,w_surface_window_final,n_fit_photons,rgt,pflags,h_mean,distance,gt,geometry,lon,lat,x,y,snow_depth,geometry_2
45:31.1,0.093673099,11,3,0.013516578,104039131.1,0.384107733,246089,0,3.369112295,17,387,0,1137.742247,4934984.099,40,POINT (-122.12199222712633 44.33040652847243),-122.1219922,44.33040653,570001.7391,4908946.251,,
45:31.0,0.118937187,11,1,-0.26453296,104039131,0.586337338,246090,0,6.773257468,25,387,0,1247.311858,4934999.099,60,POINT (-122.08196837684378 44.33332140904343),-122.0819684,44.33332141,573189.1389,4909304.972,0.960295812,
45:30.7,0.057473947,11,4,0.04766966,104039130.7,0.126740241,246090,0,3,10,387,0,1127.573724,4934999.099,30,POINT (-122.12314757120491 44.330461623194225),-122.1231476,44.33046162,569909.5603,4908951.384,,
45:31.1,0.083040859,11,3,0.07745141,104039131.1,0.336786625,246090,0,3,18,387,0,1138.507644,4934999.099,40,POINT (-122.12200897249888 44.3305410019792),-122.122009,44.330541,570000.2441,4908961.173,,
45:31.1,0.165368904,11,3,0.364959056,104039131.1,0.711400367,246091,0,9.326529247,19,387,0,1142.271841,4935014.14,40,POINT (-122.12202513281129 44.33067588477291),-122.1220251,44.33067588,569998.7952,4908976.141,,
45:31.1,0.114422775,11,3,0.428428774,104039131.1,0.470884323,246092,0,10.94203834,17,387,0,1148.200436,4935029.181,40,POINT (-122.12204087728809 44.330810796839785),-122.1220409,44.3308108,569997.3795,4908991.113,,
45:31.1,0.205127201,11,3,0.365255751,104039131.1,0.600270989,246092,0,9.334078711,10,387,0,1154.038285,4935044.222,40,POINT (-122.12205676226266 44.330945698998846),-122.1220568,44.3309457,569995.9525,4909006.084,,
45:30.7,0.117937109,11,2,-0.29944383,104039130.7,0.355854412,246094,0,7.660270053,10,387,0,1209.105294,4935074.263,50,POINT (-122.08315193687118 44.333918939934925),-122.0831519,44.33391894,573094.0383,4909370.287,1.25531803,
45:30.7,0.162776756,11,2,-0.340315359,104039130.7,0.631082031,246095,0,8.699565092,18,387,0,1204.211664,4935089.304,50,POINT (-122.08317002199495 44.33405368150557),-122.08317,44.33405368,573092.4291,4909385.237,1.795526064,
45:31.1,0.118769956,11,3,0.012103518,104039131.1,0.306981724,246095,0,3.117886921,17,387,0,1160.964973,4935089.304,40,POINT (-122.12210754684241 44.33134982079402),-122.1221075,44.33134982,569991.423,4909050.928,,
45:31.1,0.33090182,11,1,-0.86796209,104039131.1,1.138718628,246095,0,22.14148119,12,387,0,1204.487169,4935104.345,60,POINT (-122.08210081385728 44.334263840220025),-122.0821008,44.33426384,573177.4084,4909409.534,0.55052308,
45:31.1,0.058462664,11,3,0.022044049,104039131.1,0.25926181,246095,0,3,21,387,0,1161.146381,4935104.345,40,POINT (-122.12212538773372 44.33148458734973),-122.1221254,44.33148459,569989.8403,4909065.882,,
45:30.7,0.103241423,11,2,-0.136462865,104039130.7,0.472702248,246096,0,3.533136753,21,387,0,1197.491331,4935119.345,50,POINT (-122.0832054905732 44.334322852150706),-122.0832055,44.33432285,573089.2671,4909415.104,2.136595095,
45:31.1,0.061685586,11,3,0.010555085,104039131.1,0.251355865,246096,0,3,17,387,0,1161.366252,4935119.345,40,POINT (-122.12214388354248 44.33161894273187),-122.1221439,44.33161894,569988.2059,4909080.79,,
45:31.1,0.0714937,11,3,0.020059544,104039131.1,0.318052001,246097,0,3,22,387,0,1161.686993,4935134.386,40,POINT (-122.12216263607893 44.33175364473414),-122.1221626,44.33175364,569986.5506,4909095.735,,
45:31.1,0.082651738,11,1,-0.326726773,104039131.1,0.323150972,246098,0,8.353948957,21,387,0,1187.009016,4935149.427,60,POINT (-122.08215842929062 44.33466747240077),-122.0821584,44.33466747,573172.3132,4909454.316,0.893415815,
45:31.1,0.049992395,11,3,-0.075110088,104039131.1,0.267026188,246098,0,3,31,387,0,1161.623915,4935149.427,40,POINT (-122.12218163862144 44.33188833049287),-122.1221816,44.33188833,569984.8754,4909110.679,,
45:31.1,0.064964869,11,1,-0.171102184,104039131.1,0.462343849,246098,0,4.405759558,60,387,0,1183.468404,4935164.468,60,POINT (-122.08217730929253 44.334802160872634),-122.0821773,44.33480216,573170.6405,4909469.26,1.20790604,
45:31.1,0.044903041,11,3,-0.132334124,104039131.1,0.235308765,246098,0,3.429491545,30,387,0,1159.952443,4935164.468,40,POINT (-122.12220111465787 44.332022982737456),-122.1222011,44.33202298,569983.1625,4909125.619,,
45:30.7,0.126721292,11,2,-0.003665317,104039130.7,0.369467136,246099,0,3.131032128,15,387,0,1192.117274,4935179.468,50,POINT (-122.08327540333573 44.33486162171673),-122.0832754,44.33486162,573083.0243,4909474.885,1.757899362,
45:31.1,0.091846719,11,1,-0.148343308,104039131.1,0.427545983,246099,0,3.831873747,48,387,0,1180.997917,4935179.468,60,POINT (-122.0821959653132 44.33493649249235),-122.082196,44.33493649,573168.9862,4909484.164,1.184562318,
45:31.1,0.06829331,11,3,-0.131807398,104039131.1,0.242597666,246099,0,3.416276162,15,387,0,1157.950743,4935179.468,40,POINT (-122.12222065818894 44.33215726288263),-122.1222207,44.33215726,569981.4447,4909140.518,,
45:31.1,0.114936416,11,1,-0.275635624,104039131.1,0.362806845,246100,0,7.05526526,10,387,0,1177.202818,4935194.508,60,POINT (-122.08221473343691 44.3350711890287),-122.0822147,44.33507119,573167.3224,4909499.109,1.655821327,
45:31.1,0.097432723,11,3,-0.30490122,104039131.1,0.339394275,246100,0,7.798997206,18,387,0,1154.60703,4935194.508,40,POINT (-122.12224054638301 44.33229188594624),-122.1222405,44.33229189,569979.699,4909155.454,,
45:31.1,0.097726257,11,1,0.064351135,104039131.1,0.420427533,246101,0,3,35,387,0,1173.997324,4935209.549,60,POINT (-122.08223342580511 44.33520589362246),-122.0822334,44.33520589,573165.6648,4909514.054,0.531259769,
45:31.1,0.105312531,11,3,-0.246785499,104039131.1,0.436512542,246101,0,6.322677856,19,387,0,1150.420585,4935209.549,40,POINT (-122.12226057335573 44.332426499759165),-122.1222606,44.3324265,569977.9423,4909170.389,,
45:30.7,0.06165804,11,2,0.030313903,104039130.7,0.221250391,246101,0,3,13,387,0,1194.601963,4935224.59,50,POINT (-122.08332755058932 44.3352660022427),-122.0833276,44.335266,573078.3647,4909519.755,1.211216384,
45:31.1,0.05809048,11,1,0.08290441,104039131.1,0.357418702,246101,0,3,52,387,0,1175.02361,4935224.59,60,POINT (-122.08225141141202 44.335340645234794),-122.0822514,44.33534065,573164.0634,4909529.006,0.74626674,
45:31.1,0.139771183,11,3,-0.29396993,104039131.1,0.577620859,246101,0,7.521139444,24,387,0,1146.749402,4935224.59,40,POINT (-122.12228040719208 44.33256113064139),-122.1222804,44.33256113,569976.2009,4909185.326,,
45:30.7,0.068782819,11,2,0.024947127,104039130.7,0.257051085,246102,0,3,14,387,0,1195.065141,4935239.59,50,POINT (-122.08334515186681 44.33540041237147),-122.0833452,44.33540041,573076.7946,4909534.669,1.168290209,
45:31.1,0.038594043,11,1,-0.091899864,104039131.1,0.27159327,246102,0,3,50,387,0,1173.971922,4935239.59,60,POINT (-122.08226934368022 44.33547503018686),-122.0822693,44.33547503,573162.4667,4909543.917,0.780515745,
45:31.1,0.109075514,11,3,-0.283289933,104039131.1,0.551852246,246102,0,7.249735186,28,387,0,1142.551115,4935239.59,40,POINT (-122.1223001955962 44.3326953916181),-122.1223002,44.33269539,569974.4636,4909200.222,,
45:31.1,0.042450324,11,1,-0.088309204,104039131.1,0.29785304,246103,0,3,50,387,0,1172.638046,4935254.631,60,POINT (-122.08228733128757 44.33560977869452),-122.0822873,44.33560978,573160.8651,4909558.868,1.384384167,
45:30.7,0.11156725,11,2,0.017405331,104039130.7,0.26280955,246103,0,3,10,387,0,1195.395625,4935254.631,50,POINT (-122.08336290470106 44.335535178007625),-122.0833629,44.33553518,573075.2119,4909549.622,0.204218628,
45:31.1,0.130225914,11,3,-0.173980239,104039131.1,0.616474944,246103,0,5.157782457,25,387,0,1139.146679,4935254.631,40,POINT (-122.12231959986954 44.332830048139556),-122.1223196,44.33283005,569972.7565,4909215.163,,
45:31.1,0.075608317,11,1,-0.113470418,104039131.1,0.32813836,246104,0,3,29,387,0,1171.091307,4935269.672,60,POINT (-122.08230532334521 44.33574452911428),-122.0823053,44.33574453,573159.2632,4909573.819,0.693723998,
45:30.8,0.187476373,11,4,0.109210871,104039130.8,0.588228827,246104,0,4.697745372,13,387,0,1125.699022,4935269.672,30,POINT (-122.12347369275763 44.332885605230935),-122.1234737,44.33288561,569880.6807,4909220.349,,
45:31.1,0.126208163,11,3,0.111990618,104039131.1,0.641011169,246104,0,5.086744188,26,387,0,1138.294348,4935269.672,40,POINT (-122.12233815941569 44.33296476591878),-122.1223382,44.33296477,569971.1166,4909230.11,,
45:31.1,0.146855641,11,1,0.098279277,104039131.1,0.418383568,246104,0,3.311918695,12,387,0,1171.481651,4935284.713,60,POINT (-122.08232309854547 44.33587929603136),-122.0823231,44.3358793,573157.6786,4909588.772,1.157554183,
45:30.8,0.13922084,11,4,0.178540027,104039130.8,0.51545461,246104,0,5.001325851,14,387,0,1127.758444,4935284.713,30,POINT (-122.12349161137453 44.3330203676795),-122.1234916,44.33302037,569879.0921,4909235.303,,
45:31.1,0.094274128,11,3,0.296233525,104039131.1,0.50024778,246104,0,7.578671405,30,387,0,1141.642864,4935284.713,40,POINT (-122.12235569586959 44.33309955628605),-122.1223557,44.33309956,569969.5583,4909245.067,,
45:30.8,0.095206076,11,4,0.161458971,104039130.8,0.390025061,246105,0,4.162378253,17,387,0,1130.221831,4935299.713,30,POINT (-122.12350938145906 44.33315477244798),-122.1235094,44.33315477,569877.5158,4909250.216,,
45:31.1,0.070452151,11,3,0.310278229,104039131.1,0.45585344,246105,0,7.935695974,42,387,0,1146.360701,4935299.713,40,POINT (-122.12237276477711 44.33323400669799),-122.1223728,44.33323401,569968.0376,4909259.987,,
45:30.8,0.129769242,11,4,0.135736951,104039130.8,0.36569113,246106,0,3.514906824,13,387,0,1132.37812,4935314.754,30,POINT (-122.12352724019061 44.33328954059687),-122.1235272,44.33328954,569875.932,4909265.17,,
45:31.1,0.064455882,11,3,0.267221067,104039131.1,0.353041612,246106,0,6.84152702,35,387,0,1150.791029,4935314.754,40,POINT (-122.12238983645418 44.33336882654819),-122.1223898,44.33336883,569966.5163,4909274.947,,
45:31.1,0.075324158,11,1,-0.126145327,104039131.1,0.434411313,246107,0,3.274327776,35,387,0,1169.849107,4935329.795,60,POINT (-122.08237704282188 44.33628317917724),-122.082377,44.33628318,573152.876,4909633.585,0.697251165,
45:31.1,0.068646212,11,3,0.237088313,104039131.1,0.394338404,246107,0,6.076606198,33,387,0,1154.690271,4935329.795,40,POINT (-122.12240692269427 44.33350364523544),-122.1224069,44.33350365,569964.9938,4909289.908,,
45:31.1,0.045175756,11,1,-0.002845051,104039131.1,0.258530248,246107,0,3,33,387,0,1168.797318,4935344.836,60,POINT (-122.08239525208984 44.33641791265506),-122.0823953,44.33641791,573151.2568,4909648.535,0.621536747,
45:31.1,0.050975359,11,3,0.17696865,104039131.1,0.293116137,246107,0,4.553953488,37,387,0,1157.846962,4935344.836,40,POINT (-122.122424103889 44.33363846048573),-122.1224241,44.33363846,569963.4637,4909304.867,,
45:31.1,0.067453992,11,1,-0.024351082,104039131.1,0.340257944,246108,0,3,26,387,0,1168.561142,4935359.836,60,POINT (-122.08241343731349 44.33655227879587),-122.0824134,44.33655228,573149.64,4909663.443,1.098618026,
45:30.8,0.13773639,11,2,0.127491289,104039130.8,0.484951535,246108,0,4.199138602,13,387,0,1207.188178,4935359.836,50,POINT (-122.0834873433183 44.33647779650543),-122.0834873,44.3364778,573064.121,4909654.212,-0.465997112,
45:31.1,0.043820321,11,3,0.144327824,104039131.1,0.256739144,246108,0,3.730827272,35,387,0,1160.250615,4935359.836,40,POINT (-122.12244134396904 44.333772899191686),-122.1224413,44.3337729,569961.9294,4909319.786,,
45:30.8,0.162897332,11,2,0.219940721,104039130.8,0.630783881,246109,0,5.641734487,15,387,0,1209.716868,4935374.877,50,POINT (-122.08350509492931 44.336612562914425),-122.0835051,44.33661256,573062.5385,4909669.166,-0.620411817,
45:31.1,0.057179581,11,3,0.128424599,104039131.1,0.260449888,246109,0,3.331444077,28,387,0,1162.388349,4935374.877,40,POINT (-122.12245867163017 44.33390770211487),-122.1224587,44.3339077,569960.3877,4909334.744,,
45:31.1,0.048979367,11,3,0.09997833,104039131.1,0.228528681,246110,0,3,22,387,0,1164.161642,4935389.918,40,POINT (-122.12247608689356 44.33404249708126),-122.1224761,44.3340425,569958.8391,4909349.701,,
45:30.8,0.105518906,11,4,0.094034186,104039130.8,0.328514206,246110,0,3,10,387,0,1141.222279,4935404.959,30,POINT (-122.12363425690087 44.33409776997135),-122.1236343,44.33409777,569866.4405,4909354.853,,
45:31.1,0.049326419,11,3,0.134549129,104039131.1,0.295986216,246110,0,3.48508336,37,387,0,1165.983142,4935404.959,40,POINT (-122.12249354152964 44.334177292468176),-122.1224935,44.33417729,569957.2873,4909364.659,,
45:31.1,0.05198873,11,3,0.109960857,104039131.1,0.43025924,246111,0,3,78,387,0,1167.968788,4935419.959,40,POINT (-122.12251096503535 44.334311719654195),-122.122511,44.33431172,569955.7384,4909379.575,,
45:31.1,0.031941528,11,3,0.055860041,104039131.1,0.322532341,246112,0,3,102,387,0,1169.284546,4935435,40,POINT (-122.12252863102584 44.334446498212884),-122.1225286,44.3344465,569954.1698,4909394.531,,
45:31.1,0.187984532,11,1,0.270059476,104039131.1,0.530565628,246113,0,6.913619701,10,387,0,1178.652773,4935450.041,60,POINT (-122.0825239912283 44.33736022939337),-122.082524,44.33736023,573139.8223,4909753.087,-2.836606943,
45:31.1,0.034762407,11,3,0.062243894,104039131.1,0.344087922,246113,0,3,98,387,0,1170.097896,4935450.041,40,POINT (-122.12254645968453 44.334581264242296),-122.1225465,44.33458126,569952.5882,4909409.485,,
45:30.8,0.11012756,11,4,0.047929671,104039130.8,0.381341886,246113,0,3,12,387,0,1144.136225,4935465.082,30,POINT (-122.12370501233437 44.334636514647926),-122.123705,44.33463651,569860.16,4909414.634,,
45:31.1,0.034882973,11,3,0.045409124,104039131.1,0.308685012,246113,0,3,83,387,0,1170.867414,4935465.082,40,POINT (-122.1225643738912 44.334716026457),-122.1225644,44.33471603,569950.9998,4909424.438,,
45:31.1,0.033594203,11,3,0.039826202,104039131.1,0.288854602,246114,0,3,75,387,0,1171.55103,4935480.082,40,POINT (-122.12258231914743 44.33485041840103),-122.1225823,44.33485042,569949.4094,4909439.35,,
45:31.1,0.041835506,11,3,0.024257482,104039131.1,0.31430791,246115,0,3,63,387,0,1172.021528,4935495.123,40,POINT (-122.12260042648761 44.334985167126284),-122.1226004,44.33498517,569947.8057,4909454.302,,
45:31.1,0.038285172,11,3,0.029022529,104039131.1,0.278073403,246116,0,3,53,387,0,1172.42348,4935510.163,40,POINT (-122.12261860941315 44.335119908053684),-122.1226186,44.33511991,569946.1959,4909469.253,,
45:30.8,0.175019117,11,4,0.163763169,104039130.8,0.585017381,246116,0,4.220506451,13,387,0,1150.764853,4935525.204,30,POINT (-122.1237744467413 44.33517534968376),-122.1237744,44.33517535,569853.9848,4909474.425,,
45:31.1,0.046636278,11,3,0.07658589,104039131.1,0.273073655,246116,0,3,43,387,0,1173.288873,4935525.204,40,POINT (-122.12263675291891 44.335254653510795),-122.1226368,44.33525465,569944.5893,4909484.204,,
45:30.8,0.128774764,11,4,0.182151043,104039130.8,0.503811935,246117,0,4.684941019,17,387,0,1153.177835,4935540.204,30,POINT (-122.12379159047563 44.33530979150762),-122.1237916,44.33530979,569852.4585,4909489.344,,
45:30.8,0.069189704,11,4,0.133658401,104039130.8,0.258875297,246118,0,3.462724567,14,387,0,1155.292155,4935555.245,30,POINT (-122.12380882113176 44.33544460213712),-122.1238088,44.3354446,569850.9248,4909504.303,,
45:31.1,0.091839808,11,3,0.144855274,104039131.1,0.241240767,246118,0,3.744095952,17,387,0,1177.982743,4935555.245,40,POINT (-122.12267266689456 44.335523800298525),-122.1226727,44.3355238,569941.4063,4909514.069,,
45:31.1,0.088952303,11,3,0.1584329,104039131.1,0.361504619,246119,0,4.086066657,24,387,0,1180.253174,4935570.286,40,POINT (-122.12269070878322 44.33565855515421),-122.1226907,44.33565856,569939.8078,4909529.021,,
45:31.1,0.083993024,11,3,0.19486571,104039131.1,0.353457564,246119,0,5.006569512,29,387,0,1182.990688,4935585.327,40,POINT (-122.12270861910328 44.33579331918878),-122.1227086,44.33579332,569938.2197,4909543.975,,
45:31.1,0.041837034,11,3,0.180104849,104039131.1,0.203936027,246120,0,4.633214556,29,387,0,1185.851948,4935600.327,40,POINT (-122.12272637775159 44.33592772583021),-122.1227264,44.33592773,569936.6442,4909558.889,,
45:31.1,0.040234635,11,3,0.073949076,104039131.1,0.299233922,246121,0,3,86,387,0,1188.24505,4935615.368,40,POINT (-122.12274424091581 44.33606248597164),-122.1227442,44.33606249,569935.06,4909573.842,,
45:31.1,0.036019924,11,3,0.032559283,104039131.2,0.324626879,246121,0,3,97,387,0,1189.099607,4935630.409,40,POINT (-122.12276230221154 44.3361972373371),-122.1227623,44.33619724,569933.46,4909588.794,,
45:31.2,0,11,3,-0.063922431,104039131.2,0,246122,0,3.013257815,42,387,1,1188.644013,4935645.45,40,POINT (-122.12278054421242 44.3363319752217),-122.1227805,44.33633198,569931.8456,4909603.745,,
45:31.2,0.057245717,11,3,-0.238973646,104039131.2,0.303583613,246123,0,6.124440006,31,387,0,1185.463546,4935660.45,40,POINT (-122.12279921687995 44.336466318996735),-122.1227992,44.33646632,569930.1973,4909618.651,,
45:31.2,0.069080337,11,3,-0.179679515,104039131.2,0.463079059,246124,0,4.62246368,45,387,0,1182.24668,4935675.491,40,POINT (-122.1228177666404 44.33660103348182),-122.1228178,44.33660103,569928.5584,4909633.598,,
45:31.2,0.039384379,11,3,-0.089536849,104039131.2,0.281871609,246125,0,3,52,387,0,1180.257985,4935690.532,40,POINT (-122.12283580651864 44.33673578433972),-122.1228358,44.33673578,569926.9601,4909648.55,,
45:31.1,0.123672937,11,1,0.110666158,104039131.1,0.36827903,246125,0,3,13,387,0,1264.145714,4935705.573,60,POINT (-122.08281739613744 44.33965037136171),-122.0828174,44.33965037,573113.5863,4910007.203,-1.567787069,
45:31.2,0.037285769,11,3,-0.090828121,104039131.2,0.268407546,246125,0,3,53,387,0,1178.946256,4935705.573,40,POINT (-122.12285362833614 44.33687055526234),-122.1228536,44.33687056,569925.3792,4909663.505,,
45:31.1,0.101434986,11,1,0.095246068,104039131.1,0.356442654,246126,0,3,16,387,0,1265.625232,4935720.573,60,POINT (-122.0828347346755 44.33978479621538),-122.0828347,44.3397848,573112.037,4910022.118,-1.484753609,
45:31.2,0.044628779,11,3,-0.123700465,104039131.2,0.24291601,246126,0,3.213102037,33,387,0,1177.337913,4935720.573,40,POINT (-122.12287142043559 44.33700495745666),-122.1228714,44.33700496,569923.8011,4909678.418,,
45:31.1,0.136702564,11,1,0.067906497,104039131.1,0.446256126,246127,0,3,11,387,0,1266.624924,4935735.614,60,POINT (-122.08285237670097 44.339919571537486),-122.0828524,44.33991957,573110.4632,4910037.073,-1.084426099,
45:31.2,0.054919584,11,3,-0.113114198,104039131.2,0.289455734,246127,0,3,29,387,0,1175.471212,4935735.614,40,POINT (-122.12288930554418 44.337139717348194),-122.1228893,44.33713972,569922.2152,4909693.372,,
45:31.2,0.179626225,11,1,0.013548784,104039131.2,0.551234813,246128,0,3.3951126,11,387,0,1267.298265,4935750.655,60,POINT (-122.08287016977718 44.34005433515954),-122.0828702,44.34005434,573108.8773,4910052.026,-0.748365563,
45:31.2,0.116906822,11,3,0.110483448,104039131.2,0.560952916,246128,0,3.755306434,27,387,0,1176.069023,4935750.655,40,POINT (-122.12290671409944 44.33727451255501),-122.1229067,44.33727451,569920.6672,4909708.329,,
45:31.2,0.226582774,11,1,-0.164142892,104039131.2,0.692207087,246128,0,5.321347373,10,387,0,1266.458795,4935765.696,60,POINT (-122.08288836375283 44.340189068606506),-122.0828884,44.34018907,573107.2596,4910066.975,-0.862249778,
45:31.2,0.106677009,11,3,0.400590626,104039131.2,0.51860423,246129,0,10.23335216,25,387,0,1184.869795,4935780.696,40,POINT (-122.12294010049945 44.33754384684575),-122.1229401,44.33754385,569917.6856,4909738.217,,
45:31.2,0.247591829,11,3,0.340119879,104039131.2,0.684304259,246130,0,8.694592686,12,387,0,1190.492111,4935795.737,40,POINT (-122.1229566793706 44.3376786999748),-122.1229567,44.3376787,569916.2037,4909753.181,,
45:31.2,0.097272147,11,3,0.190239593,104039131.2,0.567447801,246131,0,4.889508202,35,387,0,1197.956356,4935825.818,40,POINT (-122.1229911391809 44.33794831294229),-122.1229911,44.33794831,569913.1362,4909783.099,,
45:31.2,0.070483605,11,3,0.317506589,104039131.2,0.38785162,246132,0,8.119483413,33,387,0,1201.971615,4935840.818,40,POINT (-122.12300855999007 44.338082738707236),-122.1230086,44.33808274,569911.5877,4909798.016,,
45:30.9,0.143443909,11,4,0.143854104,104039130.9,0.428109826,246138,0,3.718911332,10,387,0,1229.678125,4935961.064,30,POINT (-122.12428319147266 44.339081241637835),-122.1242832,44.33908124,569808.7922,4909907.838,,
45:31.2,0.082340617,11,3,0.085042481,104039131.2,0.300251312,246140,0,3,24,387,0,1255.318849,4935991.146,40,POINT (-122.12318510645764 44.339429800542625),-122.1231851,44.3394298,569895.9134,4909947.49,,
45:31.2,0.100556102,11,3,0.175761873,104039131.2,0.396275463,246140,0,4.523461324,23,387,0,1257.321604,4936006.187,40,POINT (-122.12320348405295 44.33956452630816),-122.1232035,44.33956453,569894.2884,4909962.439,,
45:31.2,0.064246191,11,3,0.018839655,104039131.2,0.220620009,246143,0,3,12,387,0,1265.666196,4936051.269,40,POINT (-122.12325748427708 44.3399684294373),-122.1232575,44.33996843,569889.5039,4910007.256,,
45:30.9,0.120399083,11,4,0.125960999,104039130.9,0.432490557,246145,0,4.259412301,14,387,0,1251.913072,4936096.35,30,POINT (-122.12444195541983 44.34029352691211),-122.124442,44.34029353,569794.6979,4910042.357,,
45:30.9,0.118350079,11,4,0.10591884,104039130.9,0.464707822,246146,0,3.287940193,17,387,0,1253.689265,4936111.391,30,POINT (-122.12446004199093 44.34042827515784),-122.12446,44.34042828,569793.0963,4910057.309,,
45:31.2,0.081779813,11,3,-0.086163032,104039131.2,0.305744074,246146,0,3.274341407,14,387,0,1267.418249,4936111.391,40,POINT (-122.12332949525353 44.3405070776175),-122.1233295,44.34050708,569883.1236,4910067.025,,
45:30.9,0.115163039,11,4,0.213572589,104039130.9,0.4444609,246146,0,5.480332317,18,387,0,1256.103918,4936126.432,30,POINT (-122.12447807227616 44.34056303246553),-122.1244781,44.34056303,569791.4991,4910072.261,,
45:31.2,0.08501572,11,3,0.009417913,104039131.2,0.326512357,246146,0,3,21,387,0,1266.451064,4936126.432,40,POINT (-122.12334737666635 44.3406418424523),-122.1233474,44.34064184,569881.5381,4910081.979,,
45:30.9,0.086090431,11,4,0.133023752,104039130.9,0.349954991,246147,0,3.446796621,19,387,0,1258.804439,4936141.432,30,POINT (-122.12449600925221 44.34069742597795),-122.124496,44.34069743,569789.9098,4910087.174,,
45:31.2,0.049019628,11,3,0.063277203,104039131.2,0.281255819,246147,0,3,49,387,0,1266.906842,4936141.432,40,POINT (-122.12336482835866 44.34077627225919),-122.1233648,44.34077627,569879.9873,4910096.895,,
45:30.9,0.102478061,11,4,0.146419827,104039130.9,0.358562002,246148,0,3.783461828,13,387,0,1260.827575,4936156.473,30,POINT (-122.12451410944824 44.340832174079495),-122.1245141,44.34083217,569788.3072,4910102.126,,
45:31.2,0.030207487,11,3,0.017207796,104039131.2,0.263529503,246148,0,3,79,387,0,1267.628434,4936156.473,40,POINT (-122.12338223519527 44.34091106757477),-122.1233822,44.34091107,569878.4396,4910111.853,,
45:30.9,0.10487749,11,4,0.113262758,104039130.9,0.398565769,246149,0,3.013196493,15,387,0,1262.632173,4936171.514,30,POINT (-122.12453221782253 44.340966920228944),-122.1245322,44.34096692,569786.7038,4910117.077,,
45:31.2,0.048503597,11,3,0.037000273,104039131.2,0.265125799,246149,0,3,51,387,0,1268.063406,4936171.514,40,POINT (-122.12339969280958 44.34104585702851),-122.1233997,44.34104586,569876.8879,4910126.81,,
45:30.9,0.061662397,11,4,0.091828682,104039130.9,0.265134676,246149,0,3,19,387,0,1264.113983,4936186.555,30,POINT (-122.12455033684063 44.34110166898096),-122.1245503,44.34110167,569785.0996,4910132.029,,
45:31.2,0.05609114,11,3,0.07959593,104039131.2,0.278104395,246149,0,3,32,387,0,1268.852701,4936186.555,40,POINT (-122.12341709545683 44.34118065965711),-122.1234171,44.34118066,569875.3405,4910141.768,,
45:30.9,0.089395864,11,4,0.12752303,104039130.9,0.246306483,246150,0,3.308847478,12,387,0,1265.716542,4936201.555,30,POINT (-122.12456831091167 44.341236060725166),-122.1245683,44.34123606,569783.5074,4910146.941,,
45:31.2,0.035161891,11,3,0.103529365,104039131.2,0.247635579,246150,0,3,50,387,0,1270.219198,4936201.555,40,POINT (-122.12343439164621 44.3413150957525),-122.1234344,44.3413151,569873.8021,4910156.686,,
45:31.2,0.04447481,11,3,0.025492009,104039131.2,0.353141354,246151,0,3,84,387,0,1271.491794,4936216.596,40,POINT (-122.12345180615003 44.34144988966782),-122.1234518,44.34144989,569872.2538,4910171.643,,
45:31.2,0.034544836,11,3,0.004635432,104039131.2,0.321063365,246152,0,3,97,387,0,1271.756473,4936231.637,40,POINT (-122.12346950031866 44.34158466689098),-122.1234695,44.34158467,569870.6833,4910186.598,,
45:31.2,0.229912366,11,1,-0.484648753,104039131.2,0.603906471,246152,0,12.37366623,11,387,0,993.7918267,4936246.678,60,POINT (-122.08349920927355 44.34449569084115),-122.0834992,44.34449569,573053.2175,4910544.788,0.38240291,
45:31.2,0.073698597,11,3,0.249848104,104039131.2,0.547925295,246152,0,6.400412537,63,387,0,1274.39193,4936246.678,40,POINT (-122.12348690805355 44.341719464413245),-122.1234869,44.34171946,569869.1356,4910201.556,,
45:30.9,0.221018614,11,2,-0.240544298,104039130.9,0.871971918,246153,0,6.233057036,16,387,0,980.6003948,4936261.678,50,POINT (-122.08460176247416 44.34455485482893),-122.0846018,44.34455485,572965.2607,4910550.377,-0.585091075,
45:31.2,0.047427157,11,3,0.289823745,104039131.2,0.344898205,246153,0,7.415766804,54,387,0,1278.506141,4936261.678,40,POINT (-122.12350412746862 44.34185390162778),-122.1235041,44.3418539,569867.6033,4910216.474,,
45:31.2,0.094076703,11,3,0.247536297,104039131.2,0.383726616,246154,0,6.341733709,36,387,0,1282.384659,4936276.719,40,POINT (-122.1235215821187 44.34198869606493),-122.1235216,44.3419887,569866.0518,4910231.431,,
45:31.2,0.18351076,11,3,0.339754286,104039131.2,0.656634014,246155,0,8.685293181,19,387,0,1286.316373,4936291.76,40,POINT (-122.12353908550719 44.342123487312314),-122.1235391,44.34212349,569864.4965,4910246.388,,
45:31.2,0.124716989,11,3,0.373756455,104039131.2,0.573066902,246155,0,9.550391432,22,387,0,1291.5868,4936306.801,40,POINT (-122.12355640073132 44.34225829089888),-122.1235564,44.34225829,569862.9562,4910261.347,,
45:30.9,0.150088909,11,2,-0.099931591,104039130.9,0.566573108,246156,0,4.440459318,19,387,0,956.9079132,4936321.801,50,POINT (-122.08467636137249 44.345093302837896),-122.0846764,44.3450933,572958.6466,4910610.119,0.087356517,
