time,h_sigma,cycle,spot,dh_fit_dx,delta_time,rms_misfit,segment_id,dh_fit_dy,w_surface_window_final,n_fit_photons,rgt,pflags,h_mean,distance,gt,geometry,lon,lat,x,y,snow_depth,geometry_2
45:29.3,0.124581286,11,3,-0.524423026,104039129.3,0.393631691,245460,0,13.38676445,10,387,0,1348.122043,4922373.27,40,POINT (-122.10687711343712 44.217423996118285),-122.1068771,44.217424,571343.4087,4896409.901,0.219333209,
45:29.3,0.172355937,11,3,-0.139767099,104039129.3,0.648754446,245463,0,5.820589349,16,387,0,1328.127821,4922433.393,40,POINT (-122.10694923194879 44.217962647922185),-122.1069492,44.21796265,571336.9974,4896469.668,-0.429552008,
45:29.3,0.192257784,11,1,-0.406885739,104039129.3,0.499693183,245468,0,10.39359505,10,387,0,824.998007,4922523.598,60,POINT (-122.06717827160061 44.2215451791337),-122.0671783,44.22154518,574509.3956,4896902.894,-0.107889032,
45:29.4,0.158094341,11,3,0.194924622,104039129.4,0.475108625,245483,0,5.008060515,11,387,0,1398.197356,4922839.255,40,POINT (-122.10741984720164 44.22159994545231),-122.1074198,44.22159995,571295.0148,4896873.263,-0.535310443,
45:29.3,0.229122183,11,1,-0.565229092,104039129.3,0.6909087,245484,0,14.42631101,10,387,0,682.8183373,4922854.255,60,POINT (-122.06758947452848 44.224506425494454),-122.0675895,44.22450643,574472.8171,4897231.434,1.384194272,
45:29.4,0.12646483,11,3,0.264814124,104039129.4,0.337046776,245489,0,6.780397901,12,387,0,1427.591512,4922959.501,40,POINT (-122.10755288654354 44.22267802263323),-122.1075529,44.22267802,571283.0873,4896992.892,-2.779460086,
45:29.4,0.076226934,11,3,0.246264895,104039129.4,0.359666426,245490,0,6.309464833,34,387,0,1431.461039,4922974.501,40,POINT (-122.10756920907747 44.22281252465669),-122.1075692,44.22281252,571281.6212,4897007.817,-2.834615411,
45:29.4,0.067559635,11,3,-0.020373275,104039129.4,0.438562623,245491,0,3,60,387,0,1434.528095,4922989.542,40,POINT (-122.107585849846 44.22294737681141),-122.1075858,44.22294738,571280.1293,4897022.781,0.415790474,
45:29.4,0.039969327,11,3,-0.097651689,104039129.4,0.342480016,245492,0,3,75,387,0,1433.749863,4923004.583,40,POINT (-122.10760344226257 44.22308216081741),-122.1076034,44.22308216,571278.5615,4897037.737,0.452255642,
45:29.4,0.111317757,11,3,-0.308566612,104039129.4,0.831507484,245492,0,7.892180275,58,387,0,1430.338462,4923019.625,40,POINT (-122.10762178645709 44.223216894860826),-122.1076218,44.22321689,571276.9337,4897052.686,0.293540503,
45:29.4,0.106549979,11,3,-0.607501751,104039129.4,0.628036058,245493,0,15.50336209,36,387,0,1423.623268,4923034.625,40,POINT (-122.10764103994099 44.22335119409481),-122.107641,44.22335119,571275.2338,4897067.587,0.614844997,
45:29.4,0.51862751,11,3,-0.333820332,104039129.4,1.590496223,245494,0,12.69054279,15,387,0,1416.858175,4923049.666,40,POINT (-122.10766064097966 44.22348584277185),-122.1076606,44.22348584,571273.5058,4897082.525,-0.706400496,
45:29.4,0.151787224,11,1,-0.198225337,104039129.4,0.619113448,245498,0,5.091609173,62,387,0,582.3242726,4923139.871,60,POINT (-122.06793652692426 44.22706486332429),-122.0679365,44.22706486,574441.8728,4897515.292,-0.180671215,
45:29.4,0.054990556,11,1,-0.085177328,104039129.4,0.343895089,245499,0,3,68,387,0,579.8523887,4923154.871,60,POINT (-122.06795523842446 44.227199192388035),-122.0679552,44.22719919,574440.2091,4897530.195,-0.286466323,
45:29.4,0.102726019,11,1,-0.162018491,104039129.4,0.401848092,245500,0,4.176491701,16,387,0,577.6985004,4923169.912,60,POINT (-122.06797408755453 44.22733388431145),-122.0679741,44.22733388,574438.5339,4897545.139,-0.12388731,
45:29.4,0.098116215,11,1,-0.029154412,104039129.4,0.392114164,245501,0,3.663168439,16,387,0,576.1737747,4923184.953,60,POINT (-122.06799289000914 44.22746857952162),-122.0679929,44.22746858,574436.8624,4897560.082,-0.277824433,
45:29.4,0.202282485,11,3,0.325700982,104039129.4,0.600392947,245501,0,8.327861703,11,387,0,1412.001405,4923199.994,40,POINT (-122.10784699874847 44.224832228485404),-122.107847,44.22483223,571256.9966,4897231.91,-0.745787506,
45:29.4,0.037765021,11,1,0.053548863,104039129.4,0.136829849,245501,0,3,16,387,0,576.5939745,4923199.994,60,POINT (-122.06801147608921 44.22760329334424),-122.0680115,44.22760329,574435.2082,4897575.029,-1.024250628,
45:29.4,0.306288111,11,3,0.57747612,104039129.4,0.812759899,245502,0,14.73833542,10,387,0,1418.747251,4923214.994,40,POINT (-122.10786377435566 44.22496669927496),-122.1078638,44.2249667,571255.4945,4897246.832,-4.265444661,
45:29.4,0.178790617,11,3,-0.156909616,104039129.4,0.502436845,245506,0,5.283161699,13,387,0,1437.754616,4923290.158,40,POINT (-122.10794850804344 44.225640479331446),-122.1079485,44.22564048,571247.914,4897321.597,-1.483177102,
45:29.4,0.204361924,11,3,-0.391011925,104039129.4,0.890192149,245507,0,9.989542535,19,387,0,1433.923849,4923305.199,40,POINT (-122.1079665840044 44.225775232569255),-122.1079666,44.22577523,571246.3077,4897336.548,-0.548074534,
45:29.4,0.093326911,11,3,-0.608112809,104039129.4,0.431086066,245507,0,15.51893195,22,387,0,1426.203332,4923320.24,40,POINT (-122.10798522039634 44.22590994765776),-122.1079852,44.22590995,571244.6567,4897351.495,1.491905743,
45:29.4,0.275050737,11,3,-0.306397355,104039129.4,1.123869332,245508,0,7.837031729,19,387,0,1419.815093,4923335.24,40,POINT (-122.10800340433971 44.22604432388901),-122.1080034,44.22604432,571243.0423,4897366.405,0.148100436,
45:29.4,0.068969302,11,3,0.187243336,104039129.4,0.401184798,245512,0,4.813713177,35,387,0,1442.425557,4923410.404,40,POINT (-122.10808344273335 44.226718429142586),-122.1080834,44.22671843,571235.8366,4897441.21,-2.033549572,
45:29.4,0.097157173,11,3,0.097176614,104039129.4,0.426305639,245512,0,3.033279497,22,387,0,1444.415473,4923425.446,40,POINT (-122.10810029120071 44.22685326454445),-122.1081003,44.22685326,571234.3284,4897456.172,-1.668388905,
45:29.4,0.121325752,11,3,-0.099411203,104039129.4,0.485186638,245513,0,4.06752582,16,387,0,1444.507984,4923440.487,40,POINT (-122.10811764969245 44.22698807274342),-122.1081176,44.22698807,571232.7794,4897471.131,-0.699657485,
45:29.4,0.10895066,11,3,-0.212220318,104039129.4,0.414270144,245514,0,5.446066139,16,387,0,1441.793953,4923455.487,40,POINT (-122.10813583805597 44.227122446672915),-122.1081358,44.22712245,571231.1646,4897486.04,-0.144889966,
45:29.4,0.111486478,11,3,-0.156163299,104039129.4,0.384218862,245515,0,4.028853064,12,387,0,1438.928087,4923470.528,40,POINT (-122.10815435723835 44.22725716663545),-122.1081544,44.22725717,571229.5231,4897500.988,-0.145765053,
45:29.4,0.118920514,11,3,-0.008712861,104039129.4,0.433669244,245515,0,3.012444908,21,387,0,1436.974738,4923485.569,40,POINT (-122.10817281798882 44.227391890411425),-122.1081728,44.22739189,571227.8862,4897515.936,0.338141621,
45:29.4,0.079686435,11,3,0.123552962,104039129.4,0.348245294,245516,0,3.209409541,22,387,0,1437.759791,4923500.61,40,POINT (-122.10819089815512 44.22752664012076),-122.1081909,44.22752664,571226.2797,4897530.887,-1.327000682,
45:29.4,0.151175643,11,3,0.160497065,104039129.4,0.495035703,245517,0,4.403424712,11,387,0,1440.062134,4923515.61,40,POINT (-122.10820873395329 44.22766104029421),-122.1082087,44.22766104,571224.6931,4897545.8,-0.940917828,
45:29.4,0.131312355,11,3,0.142426743,104039129.4,0.433249976,245518,0,3.683014049,11,387,0,1442.287646,4923530.651,40,POINT (-122.10822675384101 44.22779579566328),-122.1082268,44.2277958,571223.0914,4897560.752,-1.615063571,
45:29.4,0.095082809,11,3,0.211374643,104039129.5,0.338134302,245519,0,5.424638384,14,387,0,1444.776966,4923545.692,40,POINT (-122.10824478354328 44.22793054961752),-122.1082448,44.22793055,571221.4889,4897575.704,-1.304455344,
45:29.5,0.086175203,11,3,0.208561761,104039129.5,0.332293803,245519,0,5.353373299,15,387,0,1447.919526,4923560.733,40,POINT (-122.10826274069717 44.22806530788129),-122.1082627,44.22806531,571219.8922,4897590.656,-1.400054112,
45:29.5,0.127095673,11,3,0.271690312,104039129.5,0.429620473,245520,0,6.955043951,12,387,0,1451.447143,4923575.733,40,POINT (-122.10828058902572 44.22819970783766),-122.1082806,44.22819971,571218.3047,4897605.569,-1.604248604,
45:29.5,0.142638244,11,3,-0.225862355,104039129.5,0.53369488,245522,0,5.791869449,14,387,0,1447.886314,4923620.856,40,POINT (-122.1083371822374 44.22860379907708),-122.1083372,44.2286038,571213.2975,4897650.403,1.656333207,
45:29.5,0.277601842,11,3,-0.08928577,104039129.5,0.75681018,245523,0,7.050102469,10,387,0,1446.241214,4923635.856,40,POINT (-122.10835596073672 44.22873813279214),-122.108356,44.22873813,571211.6358,4897665.308,2.121585191,
45:29.5,0.212687073,11,3,0.478821987,104039129.5,0.818720703,245524,0,12.2252675,16,387,0,1450.316218,4923650.897,40,POINT (-122.10837350770296 44.228872917210744),-122.1083735,44.22887292,571210.0718,4897680.263,-1.909856174,
45:29.5,0.197063799,11,3,0.52605325,104039129.5,0.613494162,245525,0,13.42829189,14,387,0,1458.196357,4923665.938,40,POINT (-122.108390110911 44.229007767958166),-122.1083901,44.22900777,571208.5832,4897695.227,-1.785576229,
45:29.5,0.092354075,11,3,0.151513586,104039129.5,0.391793987,245526,0,3.911700832,18,387,0,1469.742684,4923695.979,40,POINT (-122.10842373927785 44.22927708726024),-122.1084237,44.22927709,571205.5728,4897725.112,-0.398551096,
45:29.5,0.073031358,11,3,0.082895958,104039129.5,0.239738511,245527,0,3,13,387,0,1471.531873,4923711.02,40,POINT (-122.10844120487589 44.22941188237396),-122.1084412,44.22941188,571204.0154,4897740.069,-3.900255613,
45:29.5,0.095055708,11,3,-0.094575313,104039129.5,0.329008754,245528,0,3,15,387,0,1473.737569,4923741.102,40,POINT (-122.1084758640827 44.229681485314856),-122.1084759,44.22968149,571200.9223,4897769.984,-1.182963576,
45:29.5,0.073486711,11,3,-0.169275892,104039129.5,0.300597407,245529,0,4.359644776,19,387,0,1471.743179,4923756.102,40,POINT (-122.10849348489968 44.22981589981702),-122.1084935,44.2298159,571199.3529,4897784.899,-0.007431125,
45:29.5,0.167734582,11,3,-0.570526865,104039129.5,0.516420486,245532,0,14.56128389,10,387,0,1436.198855,4923816.225,40,POINT (-122.10856951041995 44.23035427467361),-122.1085695,44.23035427,571192.6322,4897844.632,1.837160878,
45:29.5,0.31168323,11,3,-0.348322955,104039129.5,1.031880523,245533,0,8.903265177,11,387,0,1429.718543,4923831.266,40,POINT (-122.10858815404002 44.230488990034566),-122.1085882,44.23048899,571190.9808,4897859.579,3.407019894,
45:29.2,0.12161956,11,4,-0.15916799,104039129.2,0.421297959,245540,0,4.104601241,12,387,0,1353.049581,4923981.595,30,POINT (-122.10994428111246 44.231753697767324),-122.1099443,44.2317537,571081.1537,4897998.879,1.18666618,
45:29.2,0.166285036,11,4,0.175480772,104039129.2,0.548096149,245547,0,4.516359167,11,387,0,1356.615241,4924116.841,30,POINT (-122.11010555949619 44.23296545229378),-122.1101056,44.23296545,571066.8153,4898133.332,0.562507063,
45:29.5,0.0615794,11,3,0.16099541,104039129.5,0.235550493,245548,0,4.150686112,15,387,0,1396.360042,4924131.882,40,POINT (-122.10896316046532 44.23318123158012),-122.1089632,44.23318123,571157.7873,4898158.288,-1.238591311,
45:29.5,0.087868424,11,3,0.22071141,104039129.5,0.339973671,245549,0,5.661271628,15,387,0,1399.20119,4924146.923,40,POINT (-122.1089807275347 44.23331602013464),-122.1089807,44.23331602,571156.222,4898173.244,-0.692364646,
45:29.5,0.061284578,11,3,0.160776716,104039129.5,0.250656819,245549,0,4.145170365,17,387,0,1402.036466,4924161.964,40,POINT (-122.10899808747693 44.233450820862274),-122.1089981,44.23345082,571154.6732,4898188.202,-0.860628374,
45:29.5,0.097948823,11,3,0.249464849,104039129.5,0.466450418,245550,0,6.390684339,26,387,0,1404.988599,4924176.964,40,POINT (-122.1090152345452 44.23358526687706),-122.1090152,44.23358527,571153.1418,4898203.121,-1.201342347,
45:29.5,0.09949138,11,3,0.277604341,104039129.5,0.42595205,245551,0,7.105279917,21,387,0,1408.884431,4924192.005,40,POINT (-122.10903206457074 44.23372010663728),-122.1090321,44.23372011,571151.6353,4898218.083,-1.124968362,
45:29.5,0.091616423,11,3,0.258653188,104039129.5,0.354553414,245552,0,6.623949579,20,387,0,1412.721078,4924207.046,40,POINT (-122.10904873787949 44.23385495279292),-122.1090487,44.23385495,571150.1413,4898233.046,-1.232657837,
45:29.5,0.0560965,11,3,0.259705835,104039129.5,0.344731047,245552,0,6.650677877,45,387,0,1416.621746,4924222.087,40,POINT (-122.10906526213354 44.23398981298062),-122.1090653,44.23398981,571148.6592,4898248.011,-0.982746447,
45:29.5,0.047803499,11,3,0.212833926,104039129.5,0.334793101,245553,0,5.461614464,50,387,0,1420.176579,4924237.087,40,POINT (-122.10908168033826 44.23412430972465),-122.1090817,44.23412431,571147.186,4898262.936,-1.092219965,
45:29.5,0.078287303,11,3,0.303185063,104039129.5,0.341233106,245554,0,7.755370717,27,387,0,1424.068215,4924252.128,40,POINT (-122.10909796853008 44.234259186556244),-122.109098,44.23425919,571145.7228,4898277.903,-1.421531433,
45:29.6,0.091922875,11,3,0.199957502,104039129.6,0.416156566,245555,0,5.135462348,23,387,0,1427.584787,4924267.169,40,POINT (-122.10911423527502 44.234394061344304),-122.1091142,44.23439406,571144.2612,4898292.87,-1.727712867,
45:29.6,0.084074049,11,3,0.379631929,104039129.6,0.33071165,245555,0,9.69991326,19,387,0,1431.575175,4924282.21,40,POINT (-122.10913038659534 44.234528946545346),-122.1091304,44.23452895,571142.8089,4898307.838,-2.464497609,
45:29.6,0.255442996,11,3,0.314845345,104039129.6,0.676239164,245556,0,8.051816085,10,387,0,1437.099707,4924297.21,40,POINT (-122.10914611739568 44.23466349519333),-122.1091461,44.2346635,571141.3905,4898322.769,-1.600122082,
45:29.6,0.171058186,11,3,0.285199197,104039129.6,0.625818185,245557,0,7.298249022,14,387,0,1441.683055,4924312.252,40,POINT (-122.10916193151158 44.23479840485603),-122.1091619,44.2347984,571139.9651,4898337.74,-1.628346828,
45:29.6,0.124467118,11,3,0.327466193,104039129.6,0.427640958,245558,0,8.3727537,12,387,0,1450.744838,4924342.334,40,POINT (-122.10919363027742 44.23506822232297),-122.1091936,44.23506822,571137.1087,4898367.682,-2.381748666,
45:29.6,0.095854426,11,3,0.220690418,104039129.6,0.401334205,245559,0,5.660739483,19,387,0,1454.793063,4924357.334,40,POINT (-122.1092097075962 44.235202742188825),-122.1092097,44.23520274,571135.6627,4898382.61,-1.876370406,
45:29.6,0.068654971,11,3,0.286857656,104039129.6,0.391074124,245560,0,7.340391834,41,387,0,1458.620996,4924372.375,40,POINT (-122.10922601381237 44.23533761496195),-122.109226,44.23533761,571134.1981,4898397.576,-2.117285343,
45:29.6,0.046208885,11,3,0.2831827,104039129.6,0.308811602,245561,0,7.247010482,45,387,0,1462.969735,4924387.416,40,POINT (-122.10924242862941 44.23547248067954),-122.1092424,44.23547248,571132.7247,4898412.542,-1.823233707,
45:29.6,0.062718214,11,3,0.307355703,104039129.6,0.388219087,245561,0,7.861395305,53,387,0,1467.498157,4924402.457,40,POINT (-122.1092589656276 44.23560734111829),-122.109259,44.23560734,571131.2417,4898427.507,-1.599499483,
45:29.6,0.041771548,11,3,0.28559303,104039129.6,0.329741589,245562,0,7.308256503,65,387,0,1472.062752,4924417.457,40,POINT (-122.10927568959052 44.235741816942166),-122.1092757,44.23574182,571129.7442,4898442.429,-0.686515394,
45:29.6,0.045013888,11,3,0.284832037,104039129.6,0.339815796,245563,0,7.288919417,57,387,0,1476.344097,4924432.498,40,POINT (-122.1092926872184 44.235876643925884),-122.1092927,44.23587664,571128.2244,4898457.39,-1.502949066,
45:29.6,0.044195991,11,3,0.293980471,104039129.6,0.345900899,245564,0,7.521407348,63,387,0,1480.542877,4924447.539,40,POINT (-122.10931001004423 44.236011448130306),-122.10931,44.23601145,571126.6787,4898472.348,-0.804534668,
45:29.6,0.036737354,11,3,0.346758623,104039129.6,0.304963829,245564,0,8.863469357,69,387,0,1485.320186,4924462.58,40,POINT (-122.10932769742665 44.23614622740542),-122.1093277,44.23614623,571125.1039,4898487.303,-1.318974622,
45:29.6,0.042518086,11,3,0.353293488,104039129.6,0.303808257,245565,0,9.029718592,58,387,0,1490.580943,4924477.58,40,POINT (-122.10934534303463 44.236280637930406),-122.1093453,44.23628064,571123.5328,4898502.217,-1.417836587,
45:29.6,0.057360843,11,3,0.346563317,104039129.6,0.334754182,245566,0,8.858500932,37,387,0,1495.781989,4924492.621,40,POINT (-122.1093630725732 44.2364154162363),-122.1093631,44.23641542,571121.9547,4898517.172,-0.716545891,
45:29.6,0.044135604,11,3,0.292799434,104039129.6,0.285235685,245567,0,7.491391026,48,387,0,1500.573756,4924507.662,40,POINT (-122.10938085548621 44.236550188270414),-122.1093809,44.23655019,571120.3723,4898532.126,-1.007786924,
45:29.2,0.218685823,11,4,0.392236765,104039129.2,0.599517868,245567,0,10.02071754,11,387,0,1473.132548,4924507.662,30,POINT (-122.11054616886106 44.236468826558465),-122.1105462,44.23646883,571027.4139,4898522.08,-1.417867122,
45:29.6,0.063839148,11,3,0.288880557,104039129.6,0.470723298,245567,0,7.391797721,56,387,0,1504.825649,4924522.703,40,POINT (-122.10939861444167 44.23668495961795),-122.1093986,44.23668496,571118.7918,4898547.08,-0.937657027,
45:29.6,0.137154204,11,3,0.447198046,104039129.6,0.525299109,245568,0,11.41993794,24,387,0,1509.883963,4924537.703,40,POINT (-122.1094160501855 44.23681938436698),-122.1094161,44.23681938,571117.2376,4898561.996,-0.396676591,
45:29.6,0.348640802,11,3,0.294197685,104039129.6,0.84528999,245569,0,7.526927955,11,387,0,1515.375137,4924552.744,40,POINT (-122.10943316297275 44.23695420505465),-122.1094332,44.23695421,571115.7086,4898576.956,0.791640655,
45:29.3,0.155656829,11,4,0.36421426,104039129.3,0.386899521,245569,0,9.307577911,11,387,0,1491.273475,4924552.744,30,POINT (-122.11059588778103 44.23687302610273),-122.1105959,44.23687303,571022.9573,4898566.933,-1.793052909,
45:29.6,0.068878478,11,3,0.186319777,104039129.6,0.365724297,245570,0,4.790354187,51,387,0,1519.267195,4924567.785,40,POINT (-122.10945046679733 44.237089013510314),-122.1094505,44.23708901,571114.1645,4898591.914,0.672590188,
45:29.3,0.203967854,11,4,0.404249926,104039129.3,0.544240787,245570,0,10.32649902,11,387,0,1497.169264,4924567.785,30,POINT (-122.11061246179372 44.23700788488784),-122.1106125,44.23700788,571021.4716,4898581.898,-0.75859261,
45:29.6,0.08656469,11,3,0.253864964,104039129.6,0.522889891,245570,0,6.502381161,52,387,0,1522.585359,4924582.826,40,POINT (-122.10946762577757 44.237223824182074),-122.1094676,44.23722382,571112.6319,4898606.873,-0.962492756,
45:29.6,0.072692699,11,3,0.419141538,104039129.6,0.399565102,245571,0,10.70559221,33,387,0,1527.762896,4924597.826,40,POINT (-122.10948372254927 44.237358347162804),-122.1094837,44.23735835,571111.1844,4898621.801,-2.246503062,
45:29.6,0.139083331,11,3,0.286267773,104039129.6,0.649791014,245572,0,7.325402233,28,387,0,1532.888159,4924612.867,40,POINT (-122.10949951081282 44.23749326037279),-122.1094995,44.23749326,571109.7612,4898636.773,-1.586572248,
45:29.6,0.083746135,11,3,0.284236152,104039129.6,0.322008073,245573,0,7.273778052,27,387,0,1536.547592,4924627.908,40,POINT (-122.10951547418028 44.237628157841876),-122.1095155,44.23762816,571108.324,4898651.742,-0.82081646,
45:29.6,0.081978476,11,3,0.392211419,104039129.6,0.554880836,245573,0,10.02007242,46,387,0,1541.73147,4924642.949,40,POINT (-122.10953101385128 44.23776308572759),-122.109531,44.23776309,571106.9206,4898666.716,-0.898168745,
45:29.6,0.30546318,11,3,-0.236605575,104039129.6,1.823222495,245574,0,14.70475692,38,387,0,1541.962736,4924657.949,40,POINT (-122.10954751577775 44.237897577102565),-122.1095475,44.23789758,571105.4409,4898681.64,-3.028353039,
45:29.6,0.122856209,11,3,-0.820799786,104039129.6,0.567184938,245575,0,20.93932764,22,387,0,1534.742009,4924672.99,40,POINT (-122.10956563395594 44.23803232401164),-122.1095656,44.23803232,571103.8318,4898696.591,2.424870115,
45:29.6,0.091801187,11,3,-0.824560832,104039129.6,0.426524052,245576,0,21.03519357,22,387,0,1522.112557,4924688.031,40,POINT (-122.10958497817032 44.238166986924675),-122.109585,44.23816699,571102.1249,4898711.532,2.172371885,
45:29.6,0.091254989,11,3,-0.794024755,104039129.6,0.499372148,245576,0,20.25686543,30,387,0,1509.965465,4924703.072,40,POINT (-122.10960437887371 44.23830164744511),-122.1096044,44.23830165,571100.4135,4898726.472,2.062144477,
45:29.6,0.101496094,11,3,-0.741674132,104039129.6,0.475406216,245577,0,18.92257601,24,387,0,1498.457648,4924718.072,40,POINT (-122.10962372964134 44.23843593785305),-122.1096237,44.23843594,571098.7066,4898741.371,1.766729838,
45:29.6,0.124541818,11,3,-0.694702438,104039129.6,0.590009901,245578,0,17.72546583,23,387,0,1487.893463,4924733.113,40,POINT (-122.10964331298403 44.23857058200489),-122.1096433,44.23857058,571096.9807,4898756.309,1.813506758,
45:29.6,0.163476324,11,3,-0.649297995,104039129.6,0.602776209,245579,0,16.56839006,14,387,0,1467.988978,4924763.195,40,POINT (-122.10968333157888 44.2388398222074),-122.1096833,44.23883982,571093.4609,4898786.18,1.558924503,
45:29.3,0.357089,11,4,-0.734791432,104039129.3,1.021634963,245580,0,18.74715972,10,387,0,1454.354509,4924778.195,30,POINT (-122.1108702214382 44.23889260462937),-122.1108702,44.2388926,570998.6218,4898791.016,3.592667744,
45:29.6,0.130104438,11,3,-0.544712364,104039129.6,0.613739934,245580,0,13.90362247,23,387,0,1459.067929,4924778.195,40,POINT (-122.10970337738694 44.23897406461051),-122.1097034,44.23897406,571091.6985,4898801.073,1.690609681,
45:29.6,0.089379365,11,3,-0.552644878,104039129.6,0.489163558,245581,0,14.1057086,30,387,0,1451.082901,4924793.236,40,POINT (-122.10972348908336 44.239108673721766),-122.1097235,44.23910867,571089.9305,4898816.007,2.180069027,
45:29.6,0.081699744,11,3,-0.568776342,104039129.6,0.40397955,245582,0,14.51668508,27,387,0,1442.738424,4924808.277,40,POINT (-122.10974380377948 44.239243269756415),-122.1097438,44.23924327,571088.1462,4898830.94,2.295186302,
45:29.6,0.098567871,11,3,-0.550162759,104039129.6,0.517725149,245582,0,14.04247434,28,387,0,1434.380683,4924823.318,40,POINT (-122.10976426518272 44.239377855844836),-122.1097643,44.23937786,571086.3503,4898845.871,2.361396253,
45:29.6,0.127162673,11,3,-0.527111574,104039129.6,0.592811465,245583,0,13.45525122,24,387,0,1426.327944,4924838.318,40,POINT (-122.1097846677147 44.23951207251987),-122.1097847,44.23951207,571084.5595,4898860.761,1.797914424,
45:29.6,0.172010566,11,3,-0.609873445,104039129.6,0.551056217,245584,0,15.5637934,12,387,0,1417.727998,4924853.36,40,POINT (-122.10980528765344 44.239646647132176),-122.1098053,44.23964665,571082.751,4898875.691,-0.002593002,
45:29.3,0.16150901,11,4,-0.498452733,104039129.3,0.508119539,245585,0,12.7252494,10,387,0,1407.965377,4924868.401,30,POINT (-122.11098746218143 44.23970012458298),-122.1109875,44.23970012,570988.2889,4898880.608,1.439620657,
45:29.6,0.275626912,11,3,-0.629448172,104039129.6,1.025624474,245585,0,16.06257538,14,387,0,1408.456061,4924868.401,40,POINT (-122.1098260572869 44.23978120981897),-122.1098261,44.23978121,571080.9305,4898890.619,-0.56957398,
45:29.6,0.4599363,11,3,-0.707862026,104039129.6,1.048351289,245585,0,18.06083924,10,387,0,1398.689189,4924883.442,40,POINT (-122.10984691813032 44.2399157661764),-122.1098469,44.23991577,571079.1027,4898905.547,0.28025366,
45:29.6,0.205517041,11,3,-0.669820052,104039129.6,1.016294088,245587,0,17.0913568,25,387,0,1379.634051,4924913.483,40,POINT (-122.10988827776022 44.24018453724803),-122.1098883,44.24018454,571075.4765,4898935.364,1.066790677,
45:29.6,0.179539161,11,3,-0.308545247,104039129.6,1.012235497,245588,0,7.891637107,34,387,0,1371.732772,4924928.524,40,POINT (-122.10990849143073 44.24031914144338),-122.1099085,44.24031914,571073.7004,4898950.297,1.917220156,
45:29.6,0.182464556,11,3,-0.573645457,104039129.6,0.816692708,245588,0,14.64073821,28,387,0,1365.043658,4924943.565,40,POINT (-122.10992829438486 44.240453773768394),-122.1099283,44.24045377,571071.957,4898965.234,1.091998159,
45:29.6,0.177655157,11,3,-0.647471809,104039129.6,0.564671159,245589,0,16.52185414,11,387,0,1355.521323,4924958.565,40,POINT (-122.10994848154071 44.24058801051467),-122.1099485,44.24058801,571070.1835,4898980.127,-0.027016704,
45:29.7,0.245725119,11,3,-0.823673922,104039129.7,0.809209222,245592,0,21.01258694,20,387,0,1319.517322,4925018.688,40,POINT (-122.11002737183071 44.24112618730525),-122.1100274,44.24112619,571063.2363,4899039.835,-0.316906577,
45:29.7,0.148377506,11,3,-0.7430941,104039129.7,0.770992069,245593,0,18.95876632,27,387,0,1307.291238,4925033.729,40,POINT (-122.11004718260112 44.24126081644608),-122.1100472,44.24126082,571061.4923,4899054.772,0.570291054,
45:29.7,0.141392942,11,3,-0.653629834,104039129.7,0.71638052,245594,0,16.67877717,29,387,0,1296.713725,4925048.77,40,POINT (-122.11006662190604 44.241395470827634),-122.1100666,44.24139547,571059.778,4899069.712,0.639627845,
45:29.7,0.109420566,11,3,-0.797625652,104039129.7,0.559250374,245594,0,20.34864665,30,387,0,1286.032137,4925063.811,40,POINT (-122.11008610414864 44.24153012706444),-122.1100861,44.24153013,571058.0603,4899084.651,0.806551262,
45:29.7,0.176043535,11,3,-0.600661861,104039129.7,0.800026441,245595,0,15.3290822,21,387,0,1276.122561,4925078.811,40,POINT (-122.11010547212273 44.24166442072717),-122.1101055,44.24166442,571056.3522,4899099.551,0.396852727,
45:29.3,0.180387414,11,4,-0.566535188,104039129.3,0.647951563,245596,0,14.45958659,13,387,0,1263.778482,4925093.852,30,POINT (-122.11128560186494 44.24171804137862),-122.1112856,44.24171804,570962.0564,4899104.486,1.99247142,
45:29.7,0.106382302,11,3,-0.523114624,104039129.7,0.498723191,245596,0,13.35343513,22,387,0,1267.499722,4925093.852,40,POINT (-122.11012471357475 44.24179908888118),-122.1101247,44.24179909,571054.6537,4899114.492,0.491177338,
45:29.3,0.186304907,11,4,-0.509687875,104039129.3,0.704184136,245597,0,13.01142175,15,387,0,1255.43751,4925108.893,30,POINT (-122.11130535826933 44.24185267441598),-122.1113054,44.24185267,570960.3171,4899119.423,1.373910993,
45:29.3,0.181016482,11,4,-0.435316769,104039129.3,0.653812161,245597,0,11.11741198,14,387,0,1248.11285,4925123.934,30,POINT (-122.11132491230767 44.24198732470561),-122.1113249,44.24198732,570958.5939,4899134.362,0.868953139,
45:29.7,0.200857162,11,3,-0.624623615,104039129.7,0.817833437,245597,0,15.93963908,19,387,0,1251.634266,4925123.934,40,POINT (-122.11016346564539 44.24206841224103),-122.1101635,44.24206841,571051.2352,4899144.373,-0.038463505,
45:29.3,0.141074363,11,4,-0.364856522,104039129.3,0.573320235,245598,0,9.323920255,18,387,0,1242.450962,4925138.934,30,POINT (-122.11134407831044 44.24212163299298),-122.1113441,44.24212163,570956.9021,4899149.264,1.820346334,
